country-year;population;generation
Ukraine1996;6949100;Boomers
Ukraine1996;3485900;Generation X
Ukraine1996;3595700;Generation X
Ukraine1996;3782500;Millenials
Ukraine1996;3643500;Millenials
Ukraine1997;4369600;Silent
Ukraine1997;568700;G.I. Generation
Ukraine1997;6339200;Boomers
Ukraine1997;3444700;Generation X
Ukraine1997;3702700;Generation X
Ukraine1997;1699100;G.I. Generation
Ukraine1997;6513400;Silent
Ukraine1997;6985700;Boomers
Ukraine1997;3431000;Generation X
Ukraine1997;3582900;Generation X
Ukraine1997;3713800;Millenials
Ukraine1997;3572200;Millenials
Ukraine1998;4280900;Silent
Ukraine1998;581400;G.I. Generation
Ukraine1998;6430500;Boomers
Ukraine1998;3435200;Generation X
Ukraine1998;3701100;Generation X
Ukraine1998;1731300;G.I. Generation
Ukraine1998;6376000;Silent
Ukraine1998;7089100;Boomers
Ukraine1998;3392600;Generation X
Ukraine1998;3589900;Generation X
Ukraine1998;3605000;Millenials
Ukraine1998;3462400;Millenials
Ukraine1999;4166600;Silent
Ukraine1999;6525800;Boomers
Ukraine1999;605300;G.I. Generation
Ukraine1999;3434800;Generation X
Ukraine1999;3720800;Generation X
Ukraine1999;1784000;G.I. Generation
Ukraine1999;6200500;Silent
Ukraine1999;7197600;Boomers
Ukraine1999;3372900;Generation X
Ukraine1999;3614400;Generation X
Ukraine1999;3467900;Millenials
Ukraine1999;3324800;Millenials
Ukraine2000;4033000;Silent
Ukraine2000;6605200;Boomers
Ukraine2000;634400;G.I. Generation
Ukraine2000;3450300;Generation X
Ukraine2000;3738100;Generation X
Ukraine2000;1844800;G.I. Generation
Ukraine2000;6006000;Silent
Ukraine2000;7293800;Boomers
Ukraine2000;3382900;Generation X
Ukraine2000;3630400;Generation X
Ukraine2000;3325300;Millenials
Ukraine2000;3181200;Millenials
Ukraine2001;3915328;Silent
Ukraine2001;6650575;Boomers
Ukraine2001;669093;Silent
Ukraine2001;3474267;Generation X
Ukraine2001;3754386;Millenials
Ukraine2001;1908369;Silent
Ukraine2001;5837138;Silent
Ukraine2001;7353384;Boomers
Ukraine2001;3402526;Generation X
Ukraine2001;3645803;Millenials
Ukraine2001;3170134;Millenials
Ukraine2001;3024966;Millenials
Ukraine2002;676228;Silent
Ukraine2002;3911379;Silent
Ukraine2002;6565032;Boomers
Ukraine2002;3300031;Generation X
Ukraine2002;3782174;Millenials
Ukraine2002;1946556;Silent
Ukraine2002;5786181;Silent
Ukraine2002;7327153;Boomers
Ukraine2002;3329776;Generation X
Ukraine2002;3643296;Millenials
Ukraine2002;2968238;Millenials
Ukraine2002;2823973;Millenials
Ukraine2003;723626;Silent
Ukraine2003;3837902;Silent
Ukraine2003;6534189;Boomers
Ukraine2003;3316494;Generation X
Ukraine2003;3808250;Millenials
Ukraine2003;2008320;Silent
Ukraine2003;5689228;Silent
Ukraine2003;7305670;Boomers
Ukraine2003;3341089;Generation X
Ukraine2003;3659937;Millenials
Ukraine2003;2804341;Millenials
Ukraine2003;2668337;Millenials
Ukraine2004;764031;Silent
Ukraine2004;6464700;Boomers
Ukraine2004;3807447;Silent
Ukraine2004;3342201;Generation X
Ukraine2004;3810633;Millenials
Ukraine2004;2061225;Silent
Ukraine2004;5648458;Silent
Ukraine2004;7238033;Boomers
Ukraine2004;3360017;Generation X
Ukraine2004;3656474;Millenials
Ukraine2004;2649047;Millenials
Ukraine2004;2520560;Millenials
Ukraine2005;800543;Silent
Ukraine2005;6387431;Boomers
Ukraine2005;3793291;Silent
Ukraine2005;3369930;Generation X
Ukraine2005;3784581;Millenials
Ukraine2005;2109628;Silent
Ukraine2005;5634590;Silent
Ukraine2005;7160448;Boomers
Ukraine2005;3380536;Generation X
Ukraine2005;3626595;Millenials
Ukraine2005;2506950;Millenials
Ukraine2005;2384747;Millenials
Ukraine2006;825192;Silent
Ukraine2006;6336363;Boomers
Ukraine2006;3782567;Silent
Ukraine2006;3390847;Generation X
Ukraine2006;3739295;Millenials
Ukraine2006;2134223;Silent
Ukraine2006;5633228;Silent
Ukraine2006;7108424;Boomers
Ukraine2006;3394295;Generation X
Ukraine2006;3577436;Millenials
Ukraine2006;2377451;Millenials
Ukraine2006;2260713;Millenials
Ukraine2007;830015;Silent
Ukraine2007;6292640;Boomers
Ukraine2007;3792721;Silent
Ukraine2007;3414696;Generation X
Ukraine2007;3673201;Millenials
Ukraine2007;2125683;Silent
Ukraine2007;5668759;Silent
Ukraine2007;7060722;Boomers
Ukraine2007;3405078;Generation X
Ukraine2007;3511720;Millenials
Ukraine2007;2268187;Generation Z
Ukraine2007;2155250;Generation Z
Ukraine2008;818086;Silent
Ukraine2008;3810278;Silent
Ukraine2008;6254054;Boomers
Ukraine2008;3466915;Generation X
Ukraine2008;3561320;Millenials
Ukraine2008;2087152;Silent
Ukraine2008;5726858;Silent
Ukraine2008;7018040;Boomers
Ukraine2008;3441323;Generation X
Ukraine2008;3405168;Millenials
Ukraine2008;2188808;Generation Z
Ukraine2008;2078121;Generation Z
Ukraine2009;802009;Silent
Ukraine2009;6221337;Boomers
Ukraine2009;3841612;Silent
Ukraine2009;3534883;Generation X
Ukraine2009;3418274;Millenials
Ukraine2009;2034703;Silent
Ukraine2009;5806966;Silent
Ukraine2009;6971143;Boomers
Ukraine2009;3494937;Generation X
Ukraine2009;3267238;Millenials
Ukraine2009;2136975;Generation Z
Ukraine2009;2027867;Generation Z
Ukraine2010;804695;Silent
Ukraine2010;3866232;Silent
Ukraine2010;6203439;Generation X
Ukraine2010;3589324;Generation X
Ukraine2010;3271660;Millenials
Ukraine2010;2016954;Silent
Ukraine2010;5860094;Silent
Ukraine2010;6928455;Generation X
Ukraine2010;3125122;Millenials
Ukraine2010;3534635;Generation X
Ukraine2010;2102478;Generation Z
Ukraine2010;1993721;Generation Z
Ukraine2011;830200;Silent
Ukraine2011;3877753;Boomers
Ukraine2011;6194997;Generation X
Ukraine2011;3638908;Millenials
Ukraine2011;3114554;Millenials
Ukraine2011;2047428;Silent
Ukraine2011;5873828;Boomers
Ukraine2011;6890333;Generation X
Ukraine2011;2973653;Millenials
Ukraine2011;3570316;Millenials
Ukraine2011;2085831;Generation Z
Ukraine2011;1976990;Generation Z
Ukraine2012;878262;Silent
Ukraine2012;3880830;Boomers
Ukraine2012;6175567;Generation X
Ukraine2012;3692383;Millenials
Ukraine2012;2960881;Millenials
Ukraine2012;2131156;Silent
Ukraine2012;5852504;Boomers
Ukraine2012;6837697;Generation X
Ukraine2012;3607893;Millenials
Ukraine2012;2819749;Millenials
Ukraine2012;2094456;Generation Z
Ukraine2012;1984557;Generation Z
Ukraine2014;919141;Silent
Ukraine2014;3702856;Boomers
Ukraine2014;5814873;Generation X
Ukraine2014;3543016;Millenials
Ukraine2014;2541203;Millenials
Ukraine2014;2203221;Silent
Ukraine2014;5487093;Boomers
Ukraine2014;6365806;Generation X
Ukraine2014;3444110;Millenials
Ukraine2014;2408666;Millenials
Ukraine2014;2074827;Generation Z
Ukraine2014;1959353;Generation Z
Ukraine2015;942786;Silent
Ukraine2015;3747724;Boomers
Ukraine2015;5795334;Generation X
Ukraine2015;3527229;Millenials
Ukraine2015;2408074;Millenials
Ukraine2015;2261462;Silent
Ukraine2015;5508376;Boomers
Ukraine2015;6309963;Generation X
Ukraine2015;2281055;Millenials
Ukraine2015;3421535;Millenials
Ukraine2015;2131084;Generation Z
Ukraine2015;2010824;Generation Z
United Arab Emirates2005;1083147;Boomers
United Arab Emirates2005;104270;Silent
United Arab Emirates2005;281194;Millenials
United Arab Emirates2005;1132761;Generation X
United Arab Emirates2005;343997;Generation X
United Arab Emirates2005;454397;Millenials
United Arab Emirates2005;286724;Boomers
United Arab Emirates2005;261386;Millenials
United Arab Emirates2005;37641;Silent
United Arab Emirates2005;5259;Silent
United Arab Emirates2005;282770;Millenials
United Arab Emirates2005;6887;Silent
United Arab Emirates2006;40353;Silent
United Arab Emirates2006;1335454;Generation X
United Arab Emirates2006;1244561;Boomers
United Arab Emirates2006;320618;Boomers
United Arab Emirates2006;114304;Silent
United Arab Emirates2006;383191;Generation X
United Arab Emirates2006;595516;Millenials
United Arab Emirates2006;317537;Millenials
United Arab Emirates2006;271444;Millenials
United Arab Emirates2006;5553;Silent
United Arab Emirates2006;287845;Millenials
United Arab Emirates2006;7503;Silent
United Arab Emirates2007;43719;Silent
United Arab Emirates2007;710296;Millenials
United Arab Emirates2007;1481890;Boomers
United Arab Emirates2007;1586738;Generation X
United Arab Emirates2007;128386;Silent
United Arab Emirates2007;350408;Millenials
United Arab Emirates2007;431502;Generation X
United Arab Emirates2007;365164;Boomers
United Arab Emirates2007;284824;Generation Z
United Arab Emirates2007;5982;Silent
United Arab Emirates2007;297991;Generation Z
United Arab Emirates2007;8489;Silent
United Arab Emirates2008;776831;Millenials
United Arab Emirates2008;144591;Silent
United Arab Emirates2008;485856;Generation X
United Arab Emirates2008;1776139;Boomers
United Arab Emirates2008;1856262;Generation X
United Arab Emirates2008;374233;Millenials
United Arab Emirates2008;417902;Boomers
United Arab Emirates2008;300552;Generation Z
United Arab Emirates2008;47552;Silent
United Arab Emirates2008;6441;Silent
United Arab Emirates2008;314457;Generation Z
United Arab Emirates2008;9542;Silent
United Arab Emirates2009;2097782;Generation X
United Arab Emirates2009;780955;Millenials
United Arab Emirates2009;2094463;Boomers
United Arab Emirates2009;161132;Silent
United Arab Emirates2009;385569;Millenials
United Arab Emirates2009;539991;Generation X
United Arab Emirates2009;316123;Generation Z
United Arab Emirates2009;475003;Boomers
United Arab Emirates2009;51590;Silent
United Arab Emirates2009;6796;Silent
United Arab Emirates2009;332784;Generation Z
United Arab Emirates2009;10292;Silent
United Arab Emirates2010;10567;Silent
United Arab Emirates2010;177232;Silent
United Arab Emirates2010;587552;Generation X
United Arab Emirates2010;55621;Silent
United Arab Emirates2010;2271630;Generation X
United Arab Emirates2010;385198;Millenials
United Arab Emirates2010;2405804;Generation X
United Arab Emirates2010;730245;Millenials
United Arab Emirates2010;533458;Generation X
United Arab Emirates2010;329210;Generation Z
United Arab Emirates2010;6996;Silent
United Arab Emirates2010;346223;Generation Z
United Kingdom1985;1202838;G.I. Generation
United Kingdom1985;5170113;G.I. Generation
United Kingdom1985;6899879;Silent
United Kingdom1985;3969689;Boomers
United Kingdom1985;6002096;G.I. Generation
United Kingdom1985;2418692;G.I. Generation
United Kingdom1985;4731293;Generation X
United Kingdom1985;6879295;Silent
United Kingdom1985;3899906;Boomers
United Kingdom1985;4549121;Generation X
United Kingdom1985;3740694;Generation X
United Kingdom1985;3542919;Generation X
United Kingdom1986;1227718;G.I. Generation
United Kingdom1986;5159651;G.I. Generation
United Kingdom1986;6950315;Silent
United Kingdom1986;4039982;Boomers
United Kingdom1986;4715034;Generation X
United Kingdom1986;2454593;G.I. Generation
United Kingdom1986;5964761;G.I. Generation
United Kingdom1986;6933075;Silent
United Kingdom1986;3980652;Boomers
United Kingdom1986;4538658;Generation X
United Kingdom1986;3480190;Generation X
United Kingdom1986;3674904;Generation X
United Kingdom1987;1272201;G.I. Generation
United Kingdom1987;5141737;G.I. Generation
United Kingdom1987;6997144;Silent
United Kingdom1987;4130709;Boomers
United Kingdom1987;4665275;Generation X
United Kingdom1987;5919684;G.I. Generation
United Kingdom1987;2508896;G.I. Generation
United Kingdom1987;6986157;Silent
United Kingdom1987;4073306;Boomers
United Kingdom1987;4483586;Generation X
United Kingdom1987;3625848;Generation X
United Kingdom1987;3435125;Generation X
United Kingdom1988;1304946;G.I. Generation
United Kingdom1988;7060763;Silent
United Kingdom1988;4217963;Boomers
United Kingdom1988;5119070;G.I. Generation
United Kingdom1988;4573487;Generation X
United Kingdom1988;2551912;G.I. Generation
United Kingdom1988;5863850;G.I. Generation
United Kingdom1988;7055435;Silent
United Kingdom1988;4162366;Boomers
United Kingdom1988;4389539;Generation X
United Kingdom1988;3599080;Generation X
United Kingdom1988;3412369;Generation X
United Kingdom1989;1338351;G.I. Generation
United Kingdom1989;7132941;Silent
United Kingdom1989;4320494;Boomers
United Kingdom1989;5101514;G.I. Generation
United Kingdom1989;4444822;Generation X
United Kingdom1989;2599321;G.I. Generation
United Kingdom1989;5807846;G.I. Generation
United Kingdom1989;7131057;Silent
United Kingdom1989;4262150;Boomers
United Kingdom1989;4270368;Generation X
United Kingdom1989;3415806;Generation X
United Kingdom1989;3600459;Generation X
United Kingdom1990;1360178;G.I. Generation
United Kingdom1990;7192919;Silent
United Kingdom1990;4427270;Boomers
United Kingdom1990;5093581;G.I. Generation
United Kingdom1990;4317816;Generation X
United Kingdom1990;5762152;G.I. Generation
United Kingdom1990;2625749;G.I. Generation
United Kingdom1990;7196514;Silent
United Kingdom1990;4366845;Boomers
United Kingdom1990;4138638;Generation X
United Kingdom1990;3630327;Generation X
United Kingdom1990;3445865;Generation X
United Kingdom1991;7271111;Boomers
United Kingdom1991;4577587;Boomers
United Kingdom1991;1367055;G.I. Generation
United Kingdom1991;5106574;Silent
United Kingdom1991;4218626;Generation X
United Kingdom1991;2671099;G.I. Generation
United Kingdom1991;5765907;Silent
United Kingdom1991;7264229;Boomers
United Kingdom1991;4465693;Boomers
United Kingdom1991;4021225;Generation X
United Kingdom1991;3687655;Millenials
United Kingdom1991;3486666;Millenials
United Kingdom1992;7357267;Boomers
United Kingdom1992;4655305;Boomers
United Kingdom1992;1371639;G.I. Generation
United Kingdom1992;5128063;Silent
United Kingdom1992;4077682;Generation X
United Kingdom1992;2670510;G.I. Generation
United Kingdom1992;5765146;Silent
United Kingdom1992;7352110;Boomers
United Kingdom1992;4529424;Boomers
United Kingdom1992;3882211;Generation X
United Kingdom1992;3742157;Millenials
United Kingdom1992;3544844;Millenials
United Kingdom1993;7453705;Boomers
United Kingdom1993;4707275;Boomers
United Kingdom1993;1361095;G.I. Generation
United Kingdom1993;3957719;Generation X
United Kingdom1993;5170730;Silent
United Kingdom1993;2647900;G.I. Generation
United Kingdom1993;5792600;Silent
United Kingdom1993;7448149;Boomers
United Kingdom1993;4569482;Boomers
United Kingdom1993;3760574;Generation X
United Kingdom1993;3806053;Millenials
United Kingdom1993;3608700;Millenials
United Kingdom1994;4751200;Boomers
United Kingdom1994;7561779;Boomers
United Kingdom1994;1349491;G.I. Generation
United Kingdom1994;3868779;Generation X
United Kingdom1994;5209306;Silent
United Kingdom1994;2619957;G.I. Generation
United Kingdom1994;5816530;Silent
United Kingdom1994;7557704;Boomers
United Kingdom1994;4606941;Boomers
United Kingdom1994;3674808;Generation X
United Kingdom1994;3837961;Millenials
United Kingdom1994;3642837;Millenials
United Kingdom1995;4776564;Generation X
United Kingdom1995;7691950;Boomers
United Kingdom1995;1412937;G.I. Generation
United Kingdom1995;5179979;Silent
United Kingdom1995;3811646;Generation X
United Kingdom1995;2692330;G.I. Generation
United Kingdom1995;7672199;Boomers
United Kingdom1995;5746814;Silent
United Kingdom1995;4614434;Generation X
United Kingdom1995;3624373;Generation X
United Kingdom1995;3859464;Millenials
United Kingdom1995;3664274;Millenials
United Kingdom1996;4786490;Generation X
United Kingdom1996;7859858;Boomers
United Kingdom1996;1460275;G.I. Generation
United Kingdom1996;5146338;Silent
United Kingdom1996;3746067;Generation X
United Kingdom1996;2740309;G.I. Generation
United Kingdom1996;7826169;Boomers
United Kingdom1996;4613261;Generation X
United Kingdom1996;5677006;Silent
United Kingdom1996;3564927;Generation X
United Kingdom1996;3894281;Millenials
United Kingdom1996;3697226;Millenials
United Kingdom1997;4758740;Generation X
United Kingdom1997;1500323;G.I. Generation
United Kingdom1997;8015651;Boomers
United Kingdom1997;3696059;Generation X
United Kingdom1997;5148166;Silent
United Kingdom1997;7970382;Boomers
United Kingdom1997;5648065;Silent
United Kingdom1997;2771148;G.I. Generation
United Kingdom1997;4576730;Generation X
United Kingdom1997;3520027;Generation X
United Kingdom1997;3732059;Millenials
United Kingdom1997;3929285;Millenials
United Kingdom1998;4695840;Generation X
United Kingdom1998;8158001;Boomers
United Kingdom1998;1534356;G.I. Generation
United Kingdom1998;5191604;Silent
United Kingdom1998;3673423;Generation X
United Kingdom1998;2797439;G.I. Generation
United Kingdom1998;5664521;Silent
United Kingdom1998;8098801;Boomers
United Kingdom1998;4508772;Generation X
United Kingdom1998;3501036;Generation X
United Kingdom1998;3753737;Millenials
United Kingdom1998;3949849;Millenials
United Kingdom1999;4615720;Generation X
United Kingdom1999;8305433;Boomers
United Kingdom1999;1562363;G.I. Generation
United Kingdom1999;5254251;Silent
United Kingdom1999;3680455;Generation X
United Kingdom1999;2807489;G.I. Generation
United Kingdom1999;8226330;Boomers
United Kingdom1999;5703910;Silent
United Kingdom1999;4419817;Generation X
United Kingdom1999;3503102;Generation X
United Kingdom1999;3975507;Millenials
United Kingdom1999;3778962;Millenials
United Kingdom2000;4536556;Generation X
United Kingdom2000;8459117;Boomers
United Kingdom2000;1589527;G.I. Generation
United Kingdom2000;5314648;Silent
United Kingdom2000;3709456;Generation X
United Kingdom2000;8366055;Boomers
United Kingdom2000;2816810;G.I. Generation
United Kingdom2000;4332330;Generation X
United Kingdom2000;5750273;Silent
United Kingdom2000;3523496;Generation X
United Kingdom2000;3967341;Millenials
United Kingdom2000;3768300;Millenials
United Kingdom2001;4243590;Generation X
United Kingdom2001;8222369;Boomers
United Kingdom2001;1618917;Silent
United Kingdom2001;5390372;Silent
United Kingdom2001;3650328;Millenials
United Kingdom2001;8374702;Boomers
United Kingdom2001;5820231;Silent
United Kingdom2001;2801024;Silent
United Kingdom2001;4251558;Generation X
United Kingdom2001;3581981;Millenials
United Kingdom2001;3902253;Millenials
United Kingdom2001;3714668;Millenials
United Kingdom2002;4114056;Generation X
United Kingdom2002;8250038;Boomers
United Kingdom2002;1653523;Silent
United Kingdom2002;5545751;Silent
United Kingdom2002;3758190;Millenials
United Kingdom2002;2817222;Silent
United Kingdom2002;8405892;Boomers
United Kingdom2002;4149794;Generation X
United Kingdom2002;5969004;Silent
United Kingdom2002;3642294;Millenials
United Kingdom2002;3706268;Millenials
United Kingdom2002;3896912;Millenials
United Kingdom2003;4023648;Generation X
United Kingdom2003;8282037;Boomers
United Kingdom2003;1681364;Silent
United Kingdom2003;5665717;Silent
United Kingdom2003;3854815;Millenials
United Kingdom2003;8432837;Boomers
United Kingdom2003;2821243;Silent
United Kingdom2003;4059897;Generation X
United Kingdom2003;6085995;Silent
United Kingdom2003;3718206;Millenials
United Kingdom2003;3677964;Millenials
United Kingdom2003;3868048;Millenials
United Kingdom2004;8324962;Boomers
United Kingdom2004;3960327;Generation X
United Kingdom2004;1713028;Silent
United Kingdom2004;5755684;Silent
United Kingdom2004;3953382;Millenials
